BHK,SqftArea,Bathrooms,Balconies,CityTier,LocationType,Furnishing,PropertyAge,PowerBackup,SalePrice_INR,PricePerSqft
2,1398.3106604409468,2,1,Tier 2,Suburbs,Unfurnished,19,Yes,9079694.906189524,6493.331677330065
3,1250.381608545043,3,3,Tier 1 (Metro),Outskirts,Semi-Furnished,23,Yes,12500321.296954846,9997.205022473378
4,1779.9538868253844,4,0,Tier 1 (Metro),Suburbs,Fully Furnished,3,Yes,25745205.064621735,14463.973058616304
3,1455.892372970745,4,2,Tier 1 (Metro),Suburbs,Fully Furnished,7,Yes,21301925.731267665,14631.525054150214
1,584.0734482129549,2,2,Tier 3,Outskirts,Fully Furnished,19,Yes,1296673.5704126027,2220.052245791923
4,2083.1210029413255,4,3,Tier 2,Outskirts,Unfurnished,8,Yes,12201721.046971489,5857.423082837196
3,1112.2123958543211,3,2,Tier 2,Suburbs,Fully Furnished,21,Yes,7237668.502986349,6507.451751090129
3,1340.349431061843,2,1,Tier 3,Tech Park,Fully Furnished,0,Yes,10059399.795503043,7505.057683005729
2,878.5291133575577,2,0,Tier 3,Suburbs,Unfurnished,12,Yes,4136343.6782330065,4708.260221934765
3,1476.8336864330863,2,3,Tier 1 (Metro),Outskirts,Unfurnished,1,Yes,16464735.666301232,11148.672878709576
2,1085.1687317259657,2,0,Tier 3,Suburbs,Fully Furnished,22,Yes,4893947.265121049,4509.849134094755
3,1625.4617267663916,2,3,Tier 1 (Metro),Outskirts,Semi-Furnished,9,Yes,17256185.125241198,10616.174371309098
2,644.7976491903196,1,3,Tier 1 (Metro),Tech Park,Unfurnished,22,Yes,9763878.345117917,15142.546436666667
3,1819.182296268257,3,3,Tier 3,Suburbs,Semi-Furnished,18,Yes,8260636.209600888,4540.851253085619
5,2626.284422998312,3,3,Tier 1 (Metro),Tech Park,Semi-Furnished,16,Yes,44919860.498896725,17103.95877367072
1,638.4532047593906,1,0,Tier 1 (Metro),Suburbs,Semi-Furnished,23,Yes,6986136.099066196,10942.28370534848
5,2722.0991636453355,2,2,Tier 1 (Metro),Suburbs,Semi-Furnished,12,No,35282954.424025975,12961.671233452178
2,1220.2645915471523,1,3,Tier 2,Outskirts,Unfurnished,13,Yes,5307028.915113871,4349.0804796566135
4,2186.618124580051,4,1,Tier 1 (Metro),City Center,Fully Furnished,10,Yes,44221477.2564318,20223.68549831934
3,1903.8677268608244,3,3,Tier 2,Outskirts,Fully Furnished,9,Yes,10942844.269129349,5747.691457101571
3,1656.6751908053334,4,0,Tier 3,Suburbs,Unfurnished,6,No,8248796.2221303815,4979.127029795457
3,1470.6254260671287,3,3,Tier 2,City Center,Unfurnished,9,Yes,14573951.999884801,9910.036737811408
4,2908.9738881787525,2,1,Tier 1 (Metro),City Center,Semi-Furnished,23,Yes,54911461.206985705,18876.574117811906
2,1177.8074244559784,1,0,Tier 3,Tech Park,Semi-Furnished,0,Yes,7778048.876682942,6603.837533351916
2,1114.7488842008827,2,3,Tier 1 (Metro),Suburbs,Unfurnished,13,Yes,14180945.180316737,12721.201502240094
3,1117.1086750384993,4,1,Tier 1 (Metro),Outskirts,Fully Furnished,2,No,13575465.398756856,12152.322958452543
3,1113.5077147609386,3,0,Tier 1 (Metro),City Center,Semi-Furnished,12,Yes,22674958.824002452,20363.539940871076
3,1587.8146446425562,2,3,Tier 2,City Center,Unfurnished,1,No,16000056.656340135,10076.778615391859
3,1543.6563593304722,3,1,Tier 1 (Metro),Outskirts,Unfurnished,16,Yes,14756950.740876967,9559.738248529276
2,877.1754869983367,1,0,Tier 1 (Metro),Outskirts,Unfurnished,20,Yes,7024479.170650015,8008.0659739906005
3,1542.2948098836182,3,3,Tier 1 (Metro),City Center,Semi-Furnished,2,Yes,32816746.289005447,21277.868588225232
2,1317.725385608719,1,0,Tier 1 (Metro),Outskirts,Unfurnished,14,Yes,11888767.97494946,9022.189376322503
3,1708.6207423650897,3,1,Tier 2,Tech Park,Fully Furnished,7,Yes,15767929.28981551,9228.454799155363
1,385.89914902472617,2,3,Tier 3,City Center,Unfurnished,5,Yes,3273895.0454053245,8483.809963508244
2,977.6982345714113,1,3,Tier 2,Tech Park,Semi-Furnished,8,Yes,8906476.53443985,9109.637533859452
2,839.0067038294878,2,3,Tier 1 (Metro),Suburbs,Fully Furnished,24,No,10748016.644149385,12810.406156580264
2,922.4600167182878,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,10,Yes,16468616.736906089,17852.932851761183
3,1375.915300311107,4,2,Tier 3,Outskirts,Unfurnished,21,Yes,4747024.936253095,3450.085143453052
2,904.470883479199,2,3,Tier 1 (Metro),City Center,Unfurnished,1,Yes,18589500.897355415,20552.901411096598
2,748.972925605321,1,1,Tier 3,Tech Park,Fully Furnished,8,Yes,5438593.5293770265,7261.402039308093
2,974.469063696362,1,0,Tier 1 (Metro),Outskirts,Unfurnished,17,Yes,9058352.343039066,9295.679750651978
2,887.878472630538,1,0,Tier 3,Outskirts,Semi-Furnished,18,No,2991318.1912669674,3369.0626403008964
2,414.1102619995464,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,21,No,7018191.645774967,16947.640012317912
1,705.2972024501663,2,2,Tier 1 (Metro),City Center,Unfurnished,17,Yes,12716548.969118832,18030.057293495836
3,1826.6308962650019,4,1,Tier 2,Tech Park,Fully Furnished,4,Yes,17981801.508305006,9844.244693918865
3,1387.109782522501,4,0,Tier 2,Suburbs,Unfurnished,17,Yes,9703338.875044411,6995.364748562724
3,1505.6457149221796,2,0,Tier 1 (Metro),Tech Park,Unfurnished,11,No,26058711.08796716,17307.33254822435
2,765.6691305364876,1,3,Tier 2,Tech Park,Semi-Furnished,3,Yes,6694104.100944815,8742.815707163749
2,1339.144575562173,2,2,Tier 2,City Center,Unfurnished,14,Yes,12804860.771644251,9561.970384167646
4,2758.9154779092446,3,1,Tier 1 (Metro),Tech Park,Unfurnished,10,No,46733166.538726315,16938.962760157316
3,1547.0081184739574,3,0,Tier 1 (Metro),Outskirts,Unfurnished,18,No,14360374.911816718,9282.675856919534
2,1204.706128837069,1,0,Tier 1 (Metro),City Center,Semi-Furnished,4,Yes,24214033.874694463,20099.535725006095
1,517.5286778933923,1,0,Tier 1 (Metro),Outskirts,Unfurnished,5,No,5577392.229129553,10776.972305829322
2,732.6549122248139,1,1,Tier 2,City Center,Unfurnished,12,Yes,6479314.748780625,8843.610601210927
2,917.6353262072686,1,1,Tier 1 (Metro),Suburbs,Unfurnished,22,Yes,10991722.79210226,11978.31260216712
2,1026.3855933543914,1,2,Tier 1 (Metro),Suburbs,Fully Furnished,9,Yes,14865496.754795402,14483.345100560691
3,1363.6356843769668,4,3,Tier 1 (Metro),Suburbs,Semi-Furnished,23,No,16909936.27344634,12400.626110904646
3,1434.4040167694893,4,3,Tier 2,Tech Park,Fully Furnished,24,Yes,12317208.484579442,8586.986888338331
3,1472.5801327472657,4,3,Tier 1 (Metro),Suburbs,Semi-Furnished,13,Yes,20257735.847662028,13756.627158801144
3,1475.7364506403615,4,0,Tier 1 (Metro),City Center,Semi-Furnished,3,No,29671992.696735296,20106.56623942563
3,1515.677547149245,2,3,Tier 1 (Metro),Suburbs,Fully Furnished,19,Yes,19806392.73981879,13067.682355703924
3,1181.8184800810197,3,0,Tier 3,City Center,Semi-Furnished,22,No,7323388.579554731,6196.7118495665045
5,2141.491925436032,3,2,Tier 1 (Metro),Outskirts,Semi-Furnished,11,Yes,23177306.65941465,10822.971772212257
1,371.54157343000304,1,0,Tier 2,Tech Park,Fully Furnished,14,Yes,3819891.2733500786,10281.194747832791
2,1195.5631099372401,2,2,Tier 1 (Metro),Outskirts,Unfurnished,9,Yes,11577697.791068457,9683.886776730855
1,350.0,1,2,Tier 1 (Metro),Outskirts,Semi-Furnished,10,No,3707333.942557843,10592.382693022408
3,1846.0771029950777,3,3,Tier 2,Suburbs,Fully Furnished,8,Yes,13258492.72988721,7181.982111352021
4,2554.539758905137,4,3,Tier 1 (Metro),Suburbs,Semi-Furnished,10,Yes,33626662.0873175,13163.491376516964
2,939.5638826034757,1,0,Tier 3,Suburbs,Fully Furnished,1,Yes,5974683.7448902875,6358.996823435565
4,958.7451648690806,3,1,Tier 3,Outskirts,Unfurnished,12,No,4837720.18040011,5045.887434603871
1,463.86894380327095,1,3,Tier 2,Tech Park,Semi-Furnished,21,Yes,3246158.0377362007,6998.006831672939
4,1974.3263354844723,2,3,Tier 2,Tech Park,Unfurnished,7,Yes,17398959.513092287,8812.605697640569
2,797.8803560142173,2,1,Tier 1 (Metro),Outskirts,Unfurnished,20,Yes,6971775.595837759,8737.870964344847
2,896.9563212383514,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,20,No,14780659.152064996,16478.68330049628
2,1306.0390397726703,2,3,Tier 3,Outskirts,Semi-Furnished,7,Yes,5372509.5722484095,4113.590335847503
2,1132.9854324603482,1,1,Tier 2,Outskirts,Semi-Furnished,0,Yes,6464215.703148653,5705.471154303553
2,815.08717712438,1,0,Tier 2,Tech Park,Semi-Furnished,5,No,7283626.308969515,8936.008948964307
2,680.4801660809136,2,2,Tier 1 (Metro),City Center,Semi-Furnished,12,No,13251218.383337244,19473.335218063632
3,1401.8948047170686,3,2,Tier 1 (Metro),City Center,Semi-Furnished,8,Yes,27609990.35921929,19694.76615957041
3,1435.9629661948686,3,3,Tier 3,Suburbs,Fully Furnished,5,No,7924627.739330688,5518.685318417375
2,1099.2398374726633,1,3,Tier 1 (Metro),Tech Park,Semi-Furnished,14,Yes,18567900.75467397,16891.582820874366
3,1339.4049862297024,4,0,Tier 1 (Metro),Suburbs,Unfurnished,22,Yes,17147318.24784178,12802.190841554091
3,1653.4498726085583,2,1,Tier 1 (Metro),Outskirts,Unfurnished,15,Yes,16046711.660108542,9704.988295044297
2,1387.0308080120458,2,3,Tier 3,City Center,Semi-Furnished,3,Yes,9666471.129303293,6969.182712788989
2,1163.1002044888526,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,16,No,20488803.235738464,17615.681913445
2,990.3822985338455,1,0,Tier 3,Tech Park,Fully Furnished,8,Yes,6430998.345036337,6493.450412589905
2,963.369905789341,1,0,Tier 1 (Metro),Tech Park,Semi-Furnished,11,Yes,16580557.37270766,17210.997845238184
3,1392.9980597460385,2,1,Tier 3,City Center,Unfurnished,21,Yes,8214053.814439335,5896.672832363358
2,1236.128182490429,1,3,Tier 2,Suburbs,Semi-Furnished,18,Yes,7534908.741261741,6095.572326553668
3,1311.8059662146093,4,3,Tier 1 (Metro),City Center,Semi-Furnished,19,Yes,25925166.73749411,19762.958398721596
3,1513.566812699995,2,0,Tier 2,Suburbs,Semi-Furnished,11,Yes,9896272.581596024,6538.37841749611
2,1010.2395803762171,2,2,Tier 1 (Metro),Outskirts,Fully Furnished,21,Yes,10067687.94395029,9965.64393190875
3,1349.4647421565405,3,3,Tier 1 (Metro),Outskirts,Fully Furnished,5,No,15846596.282207493,11742.875369150814
2,725.5068904231798,1,2,Tier 3,Suburbs,Unfurnished,11,Yes,4182778.508438721,5765.318791113003
5,2661.487251808834,2,0,Tier 1 (Metro),Outskirts,Unfurnished,8,Yes,27286435.999080256,10252.326394024807
2,987.7992056289233,2,3,Tier 1 (Metro),Outskirts,Semi-Furnished,19,Yes,9481458.15637961,9598.568314643306
3,1650.072140830971,3,2,Tier 1 (Metro),Tech Park,Unfurnished,4,Yes,29919338.802804045,18132.13983949621
3,1339.91990806825,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,20,No,22641160.646908663,16897.398501638963
1,622.0821298813048,2,2,Tier 3,City Center,Unfurnished,2,No,4123850.4946602196,6629.109399826455
3,1236.9678656364467,2,3,Tier 1 (Metro),City Center,Semi-Furnished,1,Yes,25383655.755240317,20520.869183759984
5,3356.0201420089466,4,1,Tier 3,City Center,Fully Furnished,7,Yes,24514395.582947318,7304.603234077362
3,975.7090470515216,4,2,Tier 3,Tech Park,Semi-Furnished,9,Yes,6668168.479645047,6834.177155367649
3,1630.4310193670672,4,1,Tier 1 (Metro),City Center,Fully Furnished,14,Yes,33314444.988801938,20432.9067547639
4,2190.1722730106494,2,3,Tier 1 (Metro),City Center,Fully Furnished,8,Yes,44132880.10082518,20150.414944373006
2,840.8885864118236,2,1,Tier 3,Tech Park,Unfurnished,9,No,5131481.031355019,6102.450567502276
2,1084.8787875722026,2,0,Tier 1 (Metro),Suburbs,Unfurnished,10,No,13832617.942912508,12750.38105765516
3,1883.8556009280478,3,1,Tier 1 (Metro),Tech Park,Fully Furnished,8,Yes,32897741.11295757,17462.984475429585
2,556.6362321291872,1,2,Tier 1 (Metro),Suburbs,Semi-Furnished,13,No,7988949.317049,14352.190633531885
3,1650.8234422472444,3,2,Tier 2,Tech Park,Semi-Furnished,4,No,14853054.209251767,8997.360849826859
4,1002.691671867969,3,1,Tier 2,City Center,Unfurnished,8,No,10618757.50852479,10590.252025074196
2,806.8670392953584,2,0,Tier 1 (Metro),Outskirts,Semi-Furnished,3,No,9024309.959454078,11184.382952778762
2,1325.8332729801891,2,3,Tier 1 (Metro),Outskirts,Semi-Furnished,1,Yes,14526198.000548245,10956.278060435507
3,1325.4653899823838,4,1,Tier 3,Suburbs,Semi-Furnished,18,Yes,5986448.996569811,4516.488353309153
2,765.2240071182055,2,2,Tier 2,Suburbs,Fully Furnished,0,No,6708908.295605777,8767.247542155901
3,1440.6186813045954,4,2,Tier 2,Suburbs,Fully Furnished,20,No,9634696.050874544,6687.887763713821
2,1413.5812676327105,2,1,Tier 2,Outskirts,Semi-Furnished,0,No,8583755.85665062,6072.346919979793
3,950.4953258381922,2,1,Tier 1 (Metro),Suburbs,Unfurnished,11,Yes,12538210.288977457,13191.238239831073
1,394.8690088360655,2,1,Tier 2,Tech Park,Semi-Furnished,10,Yes,2802094.340042284,7096.263007071306
3,1949.229504953888,2,3,Tier 1 (Metro),Tech Park,Unfurnished,0,Yes,32891432.1740476,16874.06849242501
2,1371.5404687075466,1,2,Tier 1 (Metro),Outskirts,Fully Furnished,13,Yes,13323001.82679539,9713.896258088651
3,1468.970632712915,3,2,Tier 2,Tech Park,Semi-Furnished,10,Yes,13938740.036584793,9488.78059654776
2,752.1894594946715,1,2,Tier 1 (Metro),Suburbs,Semi-Furnished,6,Yes,10710471.54342542,14239.060928374114
3,2128.7530505427476,3,3,Tier 3,Outskirts,Unfurnished,1,Yes,8936883.695031844,4198.177751408644
4,2637.7769566996785,2,0,Tier 1 (Metro),Suburbs,Unfurnished,14,Yes,34540455.82230665,13094.532399556183
2,1135.7893975524466,1,2,Tier 3,Tech Park,Semi-Furnished,7,Yes,7134196.826468884,6281.2673210743305
1,418.759765106258,2,2,Tier 3,Suburbs,Semi-Furnished,21,Yes,1137648.4120993777,2716.708974680759
1,495.0970659161963,2,0,Tier 1 (Metro),Outskirts,Unfurnished,19,Yes,4463798.207873411,9016.006183783333
3,1451.8919756865507,4,3,Tier 2,Suburbs,Fully Furnished,24,Yes,9984349.811275624,6876.785586306696
3,1599.2553913846734,3,0,Tier 1 (Metro),Tech Park,Unfurnished,14,No,27387448.849632654,17125.12522838516
3,1935.3004314394009,3,0,Tier 3,City Center,Semi-Furnished,7,Yes,14022217.561281338,7245.499113981058
2,1175.8834082274807,2,0,Tier 1 (Metro),Outskirts,Fully Furnished,9,Yes,12515008.81539212,10643.069481061193
2,784.5247846030484,1,0,Tier 2,Suburbs,Fully Furnished,18,No,4858581.695683323,6193.0251166528205
3,1912.9489350058614,3,3,Tier 1 (Metro),Outskirts,Fully Furnished,2,Yes,20770163.862452812,10857.667699524438
2,1062.626428002631,1,3,Tier 1 (Metro),Suburbs,Fully Furnished,19,No,14191604.361008244,13355.214953277171
5,2843.532897929458,3,0,Tier 1 (Metro),City Center,Semi-Furnished,13,Yes,55613716.35970457,19557.964812082937
2,1293.3081718557205,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,8,No,22217021.394255646,17178.443527792184
3,1166.5259251459347,2,1,Tier 2,Suburbs,Unfurnished,8,Yes,8559044.571439018,7337.209046912751
2,992.8348842587075,2,1,Tier 2,Suburbs,Unfurnished,20,No,5308425.752365992,5346.735732729101
2,893.709089728157,2,1,Tier 2,City Center,Unfurnished,24,No,7190666.0638409965,8045.868780441978
3,1029.6421723903632,3,2,Tier 1 (Metro),Outskirts,Semi-Furnished,5,Yes,12897802.318106577,12526.489943747853
3,1604.0129932814762,3,3,Tier 1 (Metro),Tech Park,Fully Furnished,7,Yes,29221746.54378842,18217.89889869085
5,3755.7782757922123,2,3,Tier 1 (Metro),Suburbs,Unfurnished,10,Yes,49160733.7245536,13089.359944759797
2,631.9844510988494,2,0,Tier 3,Suburbs,Unfurnished,7,Yes,2823726.112292393,4468.030989342697
2,993.543877790106,2,2,Tier 3,Tech Park,Unfurnished,11,Yes,5516446.915904233,5552.2931993443635
3,1692.1628805224323,4,0,Tier 1 (Metro),City Center,Fully Furnished,9,No,34483577.06106826,20378.402964625915
3,1536.9234604968542,4,0,Tier 1 (Metro),Outskirts,Unfurnished,22,Yes,14223136.9223271,9254.290983188626
2,977.3743894968519,2,3,Tier 1 (Metro),Tech Park,Fully Furnished,3,Yes,19352818.97748902,19800.824725366263
1,370.07836365541755,2,2,Tier 2,Outskirts,Fully Furnished,15,No,2072560.9177671531,5600.329879584446
1,523.2786742940164,1,1,Tier 2,City Center,Fully Furnished,19,Yes,4833932.26525089,9237.778076419052
4,1697.2944091936295,3,3,Tier 2,City Center,Semi-Furnished,5,Yes,17742327.086263675,10453.299669261804
2,562.0156590042893,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,8,No,10181123.33720756,18115.373075627875
2,1238.9184441027462,1,2,Tier 2,Suburbs,Fully Furnished,22,No,6854509.761355361,5532.656159881095
2,1191.6771639684084,2,3,Tier 2,City Center,Fully Furnished,4,Yes,14107540.770266404,11838.39146777541
2,1010.3321953702159,2,3,Tier 1 (Metro),City Center,Semi-Furnished,20,No,19402404.315517556,19203.98499070688
1,522.9074688205702,1,0,Tier 2,Tech Park,Semi-Furnished,23,Yes,3670826.4793989705,7020.03069047494
3,1822.2954038146686,2,0,Tier 1 (Metro),Tech Park,Fully Furnished,5,Yes,31617085.80909346,17350.142980610286
1,522.4339656778083,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,16,Yes,8592258.57749326,16446.592568585434
3,1771.2052664283945,2,1,Tier 3,City Center,Unfurnished,16,Yes,11831774.797577372,6680.069793060149
2,940.50355982523,1,3,Tier 1 (Metro),Outskirts,Fully Furnished,24,Yes,9213773.573040402,9796.638701455378
3,1893.595121572184,3,2,Tier 3,City Center,Fully Furnished,23,Yes,11960516.177116219,6316.300692191176
4,2128.3142903730736,3,3,Tier 2,Tech Park,Semi-Furnished,21,No,17175804.587255646,8070.144839484627
3,1558.2155830817624,4,2,Tier 1 (Metro),Suburbs,Unfurnished,12,Yes,20651726.71951903,13253.446406096811
3,1118.9816733863904,4,1,Tier 2,Suburbs,Semi-Furnished,16,No,7512171.123074038,6713.399604070231
2,1057.3911708603418,2,3,Tier 2,Tech Park,Unfurnished,13,Yes,9412040.55056582,8901.190789126556
2,833.6090165011097,2,2,Tier 1 (Metro),Suburbs,Unfurnished,1,No,10759606.136852244,12907.257387897891
3,1308.5151820414517,4,2,Tier 1 (Metro),City Center,Fully Furnished,18,Yes,26662619.233106636,20376.239877866396
5,2092.3121858419395,3,0,Tier 1 (Metro),Outskirts,Unfurnished,2,Yes,22169275.054803956,10595.586645633914
3,1180.1295204302326,4,1,Tier 1 (Metro),City Center,Fully Furnished,1,Yes,25146802.76434133,21308.510912576538
3,2137.4314209050885,4,3,Tier 1 (Metro),Tech Park,Unfurnished,1,No,35928393.906273335,16809.144637285986
3,1899.401718596521,2,0,Tier 1 (Metro),City Center,Fully Furnished,21,No,36139255.00810534,19026.65173684735
2,1384.0735004288522,1,1,Tier 1 (Metro),Suburbs,Unfurnished,6,Yes,18956284.58113026,13696.010056732315
1,377.7104980444436,2,0,Tier 3,City Center,Semi-Furnished,3,Yes,3698675.109499051,9792.354537796942
3,1521.3761249732677,2,3,Tier 1 (Metro),Outskirts,Unfurnished,16,Yes,14263720.398124836,9375.538477294998
5,1853.2461873979519,4,2,Tier 2,Suburbs,Semi-Furnished,5,No,14828050.961577367,8001.123144031218
2,860.8610245605872,2,3,Tier 2,Outskirts,Unfurnished,6,No,5289526.742306986,6144.4607101441725
3,1224.5619049750276,3,1,Tier 2,Outskirts,Unfurnished,19,No,5762551.812907168,4705.806859984496
2,1247.9168012883124,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,5,No,14616594.591154225,11712.795737716237
3,1381.131096569472,2,1,Tier 3,City Center,Unfurnished,8,No,9797568.641729139,7093.873033533796
1,606.8379333694016,1,0,Tier 2,City Center,Unfurnished,19,Yes,4902867.653970908,8079.369110543682
2,1120.8241779177035,2,1,Tier 3,City Center,Unfurnished,3,No,7423255.713923077,6623.033175207012
3,2191.0916256314367,3,2,Tier 1 (Metro),City Center,Semi-Furnished,4,No,43496667.22340011,19851.5966719854
2,704.1111553720552,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,18,No,9509785.080952937,13506.084953203059
3,1877.7699719360398,2,2,Tier 2,City Center,Fully Furnished,9,Yes,19459844.248759873,10363.273744704822
3,1843.9322611202183,2,0,Tier 1 (Metro),Suburbs,Unfurnished,17,Yes,23206860.454432063,12585.527648577245
4,1610.6484647891862,2,1,Tier 1 (Metro),Outskirts,Unfurnished,14,Yes,16463878.799578115,10221.894571968583
2,1201.426667294632,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,24,Yes,14309402.59107542,11910.342079635438
2,1067.2289926052458,1,3,Tier 2,Tech Park,Unfurnished,0,Yes,8750820.092337903,8199.571181978485
2,954.5047480093184,2,3,Tier 3,City Center,Fully Furnished,4,Yes,8526180.772345103,8932.570309500301
5,2088.0322565140004,3,3,Tier 1 (Metro),Tech Park,Fully Furnished,4,Yes,37179329.67750776,17805.917299179648
4,1712.3562194203257,4,3,Tier 3,Suburbs,Semi-Furnished,7,Yes,9703018.110072512,5666.471730605925
3,2114.9436287357776,2,2,Tier 2,City Center,Semi-Furnished,21,Yes,19700993.723346516,9315.138926479533
3,1500.2048456872449,3,1,Tier 1 (Metro),Tech Park,Fully Furnished,21,Yes,25841610.250349257,17225.38780263118
3,1734.6390004594377,2,2,Tier 3,City Center,Semi-Furnished,21,No,10466294.465957502,6033.701803767465
3,1262.730185499734,2,1,Tier 3,Suburbs,Unfurnished,19,No,5186526.479638924,4107.390905196679
1,422.0147053778361,2,1,Tier 2,Tech Park,Unfurnished,14,Yes,3327198.236839702,7884.081275937557
3,1824.5954427749825,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,16,No,23874925.442563273,13085.051558745803
2,730.0847576896936,2,3,Tier 2,Tech Park,Fully Furnished,18,No,7161381.779671741,9808.973142150611
3,1375.4358696284185,2,1,Tier 1 (Metro),Outskirts,Semi-Furnished,12,Yes,14411808.353515524,10477.993683128936
